No.     Time        Source                Destination           Protocol Source Port Length Sequence number Acknowledgment number Info
      1 0.000000    192.168.1.102         128.119.245.12        TCP      1161        62     232129012                             health-polling > http [SYN] Seq=232129012 Win=16384 Len=0 MSS=1460 SACK_PERM=1
      3 0.023265    192.168.1.102         128.119.245.12        TCP      1161        54     232129013       883061786             health-polling > http [ACK] Seq=232129013 Ack=883061786 Win=17520 Len=0
      4 0.026477    192.168.1.102         128.119.245.12        TCP      1161        619    232129013       883061786             [TCP segment of a reassembled PDU]
      5 0.041737    192.168.1.102         128.119.245.12        TCP      1161        1514   232129578       883061786             [TCP segment of a reassembled PDU]
      7 0.054026    192.168.1.102         128.119.245.12        TCP      1161        1514   232131038       883061786             [TCP segment of a reassembled PDU]
      8 0.054690    192.168.1.102         128.119.245.12        TCP      1161        1514   232132498       883061786             [TCP segment of a reassembled PDU]
     10 0.077405    192.168.1.102         128.119.245.12        TCP      1161        1514   232133958       883061786             [TCP segment of a reassembled PDU]
     11 0.078157    192.168.1.102         128.119.245.12        TCP      1161        1514   232135418       883061786             [TCP segment of a reassembled PDU]
     13 0.124185    192.168.1.102         128.119.245.12        TCP      1161        1201   232136878       883061786             [TCP segment of a reassembled PDU]
     18 0.305040    192.168.1.102         128.119.245.12        TCP      1161        1514   232138025       883061786             [TCP segment of a reassembled PDU]
     19 0.305813    192.168.1.102         128.119.245.12        TCP      1161        1514   232139485       883061786             [TCP segment of a reassembled PDU]
     20 0.306692    192.168.1.102         128.119.245.12        TCP      1161        1514   232140945       883061786             [TCP segment of a reassembled PDU]
     21 0.307571    192.168.1.102         128.119.245.12        TCP      1161        1514   232142405       883061786             [TCP segment of a reassembled PDU]
     22 0.308699    192.168.1.102         128.119.245.12        TCP      1161        1514   232143865       883061786             [TCP segment of a reassembled PDU]
     23 0.309553    192.168.1.102         128.119.245.12        TCP      1161        946    232145325       883061786             [TCP segment of a reassembled PDU]
     30 0.576671    192.168.1.102         128.119.245.12        TCP      1161        1514   232146217       883061786             [TCP segment of a reassembled PDU]
     31 0.577385    192.168.1.102         128.119.245.12        TCP      1161        1514   232147677       883061786             [TCP segment of a reassembled PDU]
     32 0.578329    192.168.1.102         128.119.245.12        TCP      1161        1514   232149137       883061786             [TCP segment of a reassembled PDU]
     33 0.579195    192.168.1.102         128.119.245.12        TCP      1161        1514   232150597       883061786             [TCP segment of a reassembled PDU]
     34 0.580149    192.168.1.102         128.119.245.12        TCP      1161        1514   232152057       883061786             [TCP segment of a reassembled PDU]
     35 0.581074    192.168.1.102         128.119.245.12        TCP      1161        946    232153517       883061786             [TCP segment of a reassembled PDU]
     42 0.853405    192.168.1.102         128.119.245.12        TCP      1161        1514   232154409       883061786             [TCP segment of a reassembled PDU]
     43 0.854076    192.168.1.102         128.119.245.12        TCP      1161        1514   232155869       883061786             [TCP segment of a reassembled PDU]
     44 0.855036    192.168.1.102         128.119.245.12        TCP      1161        1514   232157329       883061786             [TCP segment of a reassembled PDU]
     45 0.855878    192.168.1.102         128.119.245.12        TCP      1161        1514   232158789       883061786             [TCP segment of a reassembled PDU]
     46 0.856802    192.168.1.102         128.119.245.12        TCP      1161        1514   232160249       883061786             [TCP segment of a reassembled PDU]
     47 0.857683    192.168.1.102         128.119.245.12        TCP      1161        946    232161709       883061786             [TCP segment of a reassembled PDU]
     53 1.117333    192.168.1.102         128.119.245.12        TCP      1161        1514   232162601       883061786             [TCP segment of a reassembled PDU]
     54 1.118133    192.168.1.102         128.119.245.12        TCP      1161        1514   232164061       883061786             [TCP segment of a reassembled PDU]
     55 1.119029    192.168.1.102         128.119.245.12        TCP      1161        1514   232165521       883061786             [TCP segment of a reassembled PDU]
     56 1.119858    192.168.1.102         128.119.245.12        TCP      1161        1514   232166981       883061786             [TCP segment of a reassembled PDU]
     57 1.120902    192.168.1.102         128.119.245.12        TCP      1161        1514   232168441       883061786             [TCP segment of a reassembled PDU]
     58 1.121891    192.168.1.102         128.119.245.12        TCP      1161        946    232169901       883061786             [TCP segment of a reassembled PDU]
     63 1.390110    192.168.1.102         128.119.245.12        TCP      1161        1514   232170793       883061786             [TCP segment of a reassembled PDU]
     64 1.390824    192.168.1.102         128.119.245.12        TCP      1161        1514   232172253       883061786             [TCP segment of a reassembled PDU]
     65 1.391683    192.168.1.102         128.119.245.12        TCP      1161        1514   232173713       883061786             [TCP segment of a reassembled PDU]
     66 1.392594    192.168.1.102         128.119.245.12        TCP      1161        1514   232175173       883061786             [TCP segment of a reassembled PDU]
     67 1.393390    192.168.1.102         128.119.245.12        TCP      1161        1514   232176633       883061786             [TCP segment of a reassembled PDU]
     68 1.394202    192.168.1.102         128.119.245.12        TCP      1161        946    232178093       883061786             [TCP segment of a reassembled PDU]
     72 1.661734    192.168.1.102         128.119.245.12        TCP      1161        1514   232178985       883061786             [TCP segment of a reassembled PDU]
     73 1.662474    192.168.1.102         128.119.245.12        TCP      1161        1514   232180445       883061786             [TCP segment of a reassembled PDU]
     74 1.663315    192.168.1.102         128.119.245.12        TCP      1161        1514   232181905       883061786             [TCP segment of a reassembled PDU]
     75 1.664198    192.168.1.102         128.119.245.12        TCP      1161        1514   232183365       883061786             [TCP segment of a reassembled PDU]
     76 1.665254    192.168.1.102         128.119.245.12        TCP      1161        1514   232184825       883061786             [TCP segment of a reassembled PDU]
     77 1.666151    192.168.1.102         128.119.245.12        TCP      1161        946    232186285       883061786             [TCP segment of a reassembled PDU]
     81 1.931099    192.168.1.102         128.119.245.12        TCP      1161        1514   232187177       883061786             [TCP segment of a reassembled PDU]
     82 1.931879    192.168.1.102         128.119.245.12        TCP      1161        1514   232188637       883061786             [TCP segment of a reassembled PDU]
     83 1.932757    192.168.1.102         128.119.245.12        TCP      1161        1514   232190097       883061786             [TCP segment of a reassembled PDU]
     84 1.933636    192.168.1.102         128.119.245.12        TCP      1161        1514   232191557       883061786             [TCP segment of a reassembled PDU]
     85 1.934770    192.168.1.102         128.119.245.12        TCP      1161        1514   232193017       883061786             [TCP segment of a reassembled PDU]
     86 1.935586    192.168.1.102         128.119.245.12        TCP      1161        946    232194477       883061786             [TCP segment of a reassembled PDU]
     90 2.203411    192.168.1.102         128.119.245.12        TCP      1161        1514   232195369       883061786             [TCP segment of a reassembled PDU]
     91 2.204125    192.168.1.102         128.119.245.12        TCP      1161        1514   232196829       883061786             [TCP segment of a reassembled PDU]
     92 2.204962    192.168.1.102         128.119.245.12        TCP      1161        1514   232198289       883061786             [TCP segment of a reassembled PDU]
     93 2.205836    192.168.1.102         128.119.245.12        TCP      1161        1514   232199749       883061786             [TCP segment of a reassembled PDU]
     94 2.206824    192.168.1.102         128.119.245.12        TCP      1161        1514   232201209       883061786             [TCP segment of a reassembled PDU]
     95 2.207746    192.168.1.102         128.119.245.12        TCP      1161        946    232202669       883061786             [TCP segment of a reassembled PDU]
     99 2.476801    192.168.1.102         128.119.245.12        TCP      1161        1514   232203561       883061786             [TCP segment of a reassembled PDU]
    100 2.477515    192.168.1.102         128.119.245.12        TCP      1161        1514   232205021       883061786             [TCP segment of a reassembled PDU]
    101 2.478415    192.168.1.102         128.119.245.12        TCP      1161        1514   232206481       883061786             [TCP segment of a reassembled PDU]
    102 2.479341    192.168.1.102         128.119.245.12        TCP      1161        1514   232207941       883061786             [TCP segment of a reassembled PDU]
    103 2.480356    192.168.1.102         128.119.245.12        TCP      1161        1514   232209401       883061786             [TCP segment of a reassembled PDU]
    104 2.481218    192.168.1.102         128.119.245.12        TCP      1161        946    232210861       883061786             [TCP segment of a reassembled PDU]
    108 2.747468    192.168.1.102         128.119.245.12        TCP      1161        1514   232211753       883061786             [TCP segment of a reassembled PDU]
    109 2.748321    192.168.1.102         128.119.245.12        TCP      1161        1514   232213213       883061786             [TCP segment of a reassembled PDU]
    110 2.749246    192.168.1.102         128.119.245.12        TCP      1161        1514   232214673       883061786             [TCP segment of a reassembled PDU]
    111 2.750126    192.168.1.102         128.119.245.12        TCP      1161        1514   232216133       883061786             [TCP segment of a reassembled PDU]
    112 2.751237    192.168.1.102         128.119.245.12        TCP      1161        1514   232217593       883061786             [TCP segment of a reassembled PDU]
    113 2.752049    192.168.1.102         128.119.245.12        TCP      1161        946    232219053       883061786             [TCP segment of a reassembled PDU]
    117 3.021036    192.168.1.102         128.119.245.12        TCP      1161        1514   232219945       883061786             [TCP segment of a reassembled PDU]
    118 3.021748    192.168.1.102         128.119.245.12        TCP      1161        1514   232221405       883061786             [TCP segment of a reassembled PDU]
    119 3.022626    192.168.1.102         128.119.245.12        TCP      1161        1514   232222865       883061786             [TCP segment of a reassembled PDU]
    120 3.023492    192.168.1.102         128.119.245.12        TCP      1161        1514   232224325       883061786             [TCP segment of a reassembled PDU]
    121 3.024734    192.168.1.102         128.119.245.12        TCP      1161        1514   232225785       883061786             [TCP segment of a reassembled PDU]
    122 3.025618    192.168.1.102         128.119.245.12        TCP      1161        946    232227245       883061786             [TCP segment of a reassembled PDU]
    126 3.291881    192.168.1.102         128.119.245.12        TCP      1161        1514   232228137       883061786             [TCP segment of a reassembled PDU]
    127 3.292657    192.168.1.102         128.119.245.12        TCP      1161        1514   232229597       883061786             [TCP segment of a reassembled PDU]
    128 3.293613    192.168.1.102         128.119.245.12        TCP      1161        1514   232231057       883061786             [TCP segment of a reassembled PDU]
    129 3.294487    192.168.1.102         128.119.245.12        TCP      1161        1514   232232517       883061786             [TCP segment of a reassembled PDU]
    130 3.295806    192.168.1.102         128.119.245.12        TCP      1161        1514   232233977       883061786             [TCP segment of a reassembled PDU]
    131 3.296698    192.168.1.102         128.119.245.12        TCP      1161        946    232235437       883061786             [TCP segment of a reassembled PDU]
    135 3.562737    192.168.1.102         128.119.245.12        TCP      1161        1514   232236329       883061786             [TCP segment of a reassembled PDU]
    136 3.563561    192.168.1.102         128.119.245.12        TCP      1161        1514   232237789       883061786             [TCP segment of a reassembled PDU]
    137 3.564458    192.168.1.102         128.119.245.12        TCP      1161        1514   232239249       883061786             [TCP segment of a reassembled PDU]
    138 3.565426    192.168.1.102         128.119.245.12        TCP      1161        1514   232240709       883061786             [TCP segment of a reassembled PDU]
    139 3.566442    192.168.1.102         128.119.245.12        TCP      1161        1514   232242169       883061786             [TCP segment of a reassembled PDU]
    140 3.567324    192.168.1.102         128.119.245.12        TCP      1161        946    232243629       883061786             [TCP segment of a reassembled PDU]
    144 3.840697    192.168.1.102         128.119.245.12        TCP      1161        1514   232244521       883061786             [TCP segment of a reassembled PDU]
    145 3.841410    192.168.1.102         128.119.245.12        TCP      1161        1514   232245981       883061786             [TCP segment of a reassembled PDU]
